id,lat,lng,YO,MO,DO,TIME,DETAIL
316,-122.4194735422,37.762301867618,2009,1,8,4,Pole - Offensive
317,-122.419057878,37.762382419,2009,1,8,7,Building_residential - Offensive
318,-122.41864746071,37.755116782275,2009,1,8,109,Building_commercial - Not_Offensive
319,-122.418673985373,37.755393087254,2009,1,8,3,Signal_box - Not_Offensive
320,-122.418747688955,37.7554369160237,2009,1,8,86,Building_commercial - Not_Offensive
321,-122.418797210516,37.755231235679,2009,1,8,15,News_rack - Not_Offensive
322,-122.419072673,37.755052836,2009,1,8,106,Building_commercial - Not_Offensive
323,-122.419206209871,37.7602354682392,2009,1,8,42,Sidewalk_in_front_of_property - Not_Offensive
324,-122.418797210516,37.755231235679,2009,1,8,22,Building_commercial - Not_Offensive
325,-122.419359315196,37.7618358043403,2009,1,9,3,Pole - Not_Offensive
326,-122.418771510612,37.756408985448,2009,1,9,14,News_rack - Not_Offensive
327,-122.418771510612,37.756408985448,2009,1,9,12,Parking_meter - Not_Offensive
328,-122.418798004905,37.756684965529,2009,1,9,383,Building_commercial - Not_Offensive
329,-122.418529988,37.756880685,2009,1,9,14,News_rack - Not_Offensive
330,-122.418901070709,37.7570353263749,2009,1,9,47,Sidewalk_in_front_of_property - Not_Offensive
331,-122.418901070709,37.7570353263749,2009,1,9,18,Sidewalk_in_front_of_property - Not_Offensive
332,-122.418887293706,37.757621708171,2009,1,9,108,Building_other - Not_Offensive
333,-122.418914789672,37.757911434126,2009,1,9,6,Building_commercial - Not_Offensive
334,-122.418923955053,37.75800800944,2009,1,9,61,Building_commercial - Not_Offensive
335,-122.418641794,37.758061691,2009,1,9,6,Building_commercial - Not_Offensive
336,-122.418901070709,37.7570353263749,2009,1,9,12,Parking_meter - Not_Offensive
337,-122.418982387443,37.758623696881,2009,1,9,3,Pole - Not_Offensive
338,-122.41905270146,37.7586326659361,2009,1,9,5,Pay_phone - Not_Offensive
339,-122.419279804819,37.761730582602,2009,1,10,6,Building_commercial - Not_Offensive
340,-122.418919389,37.758695556,2009,1,10,4,City_receptacle - Not_Offensive
341,-122.418919389,37.758695556,2009,1,10,75,Building_commercial - Not_Offensive
